Index,Seas_Ep,Season,Episode,Episode_Title,Character,Word_Count,Release_date,Duration,Rating,Writer_1,Writer_2,Director,US_Viewers,rate,rate_aud
176,S4E1,4,1,Two Swords,Jaime Lannister,2,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
177,S4E2,4,2,The Lion and the Rose,Ramsay Snow,4,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
178,S4E3,4,3,Breaker of Chains,Cersei Lannister,4,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
179,S4E4,4,4,Oathkeeper,Grey Worm,2,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
180,S4E5,4,5,First of His Name,Tywin Lannister,4,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
181,S4E6,4,6,The Laws of Gods and Men,Davos Seaworth,31,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
182,S4E7,4,7,Mockingbird,Jaime Lannister,18,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
183,S4E8,4,8,The Mountain and the Viper,Mole's Town Whore,12,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
184,S4E9,4,9,The Watchers on the Wall,Samwell Tarly,6,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
185,S4E10,4,10,The Children,Mance Rayder,31,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
186,S5E1,5,1,The Wars to Come,Melara Hetherspoon,4,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
187,S5E2,5,2,The House of Black and White,Ternesio Terys,7,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
188,S5E3,5,3,High Sparrow,Arya Stark,7,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
189,S5E4,5,4,Sons of the Harpy,Bronn,11,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
190,S5E5,5,5,Kill the Boy,Daario Naharis,40,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
191,S5E6,5,6,"Unbowed, Unbent, Unbroken",Arya Stark,20,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
192,S5E7,5,7,The Gift,Jon Snow,7,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
193,S5E8,5,8,Hardhome,Tyrion Lannister,5,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
194,S5E9,5,9,The Dance of Dragons,Davos Seaworth,32,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
195,S5E10,5,10,Mother's Mercy,Melisandre,21,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
196,S6E1,6,1,The Red Woman,Davos Seaworth,5,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
197,S6E2,6,2,Home,Young Ned Stark,12,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
198,S6E3,6,3,Oathbreaker,Davos Seaworth,5,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
199,S6E4,6,4,Book of the Stranger,Eddison Tollett,5,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
200,S6E5,6,5,The Door,Sansa Stark,5,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
201,S6E6,6,6,Blood of My Blood,Benjen Stark,8,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
202,S6E7,6,7,The Broken Man,Brother Ray,19,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
203,S6E8,6,8,No One,Stagehand,3,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
204,S6E9,6,9,Battle of the Bastards,Tyrion Lannister,70,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
205,S6E10,6,10,The Winds of Winter,Grand Maester Pycelle,3,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
206,S7E1,7,1,Dragonstone,Walder Frey,109,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
207,S7E2,7,2,Stormborn,Daenerys Targaryen,19,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
208,S7E3,7,3,The Queen's Justice,Tyrion Lannister,10,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
209,S7E4,7,4,The Spoils of War,Jaime Lannister,8,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
210,S7E5,7,5,Eastwatch,Jaime Lannister,6,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
211,S7E6,7,6,Beyond the Wall,Jon Snow,4,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
212,S7E7,7,7,The Dragon and the Wolf,Bronn,3,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
213,S8E1,8,1,Winterfell,Tyrion Lannister,7,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
214,S8E2,8,2,A Knight of the Seven Kingdoms,Daenerys Targaryen,19,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
215,S8E3,8,3,The Long Night,Northman #1,1,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
216,S8E4,8,4,The Last of the Starks,Gendry,4,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
217,S8E5,8,5,The Bells,Lord Varys,5,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
218,S8E6,8,6,The Iron Throne,Tyrion Lannister,3,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
219,S1E1,1,1,Winter Is Coming,Waymar Royce,5,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
220,S1E2,1,2,The Kingsroad,Doreah,1,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
221,S1E3,1,3,Lord Snow,Royal Steward,9,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
222,S1E4,1,4,"Cripples, Bastards, and Broken Things",Theon Greyjoy,28,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
223,S1E5,1,5,The Wolf and the Lion,Barristan Selmy,8,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
224,S1E6,1,6,A Golden Crown,Robert Baratheon,8,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
225,S1E7,1,7,You Win or You Die,Jaime Lannister,5,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
226,S1E8,1,8,The Pointy End,Septa Mordane,14,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
227,S1E9,1,9,Baelor,Eddard Stark,13,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
228,S1E10,1,10,Fire and Blood,Yoren,23,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
229,S2E1,2,1,The North Remembers,Joffrey Baratheon,7,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
230,S2E2,2,2,The Night Lands,Jaqen H'ghar,22,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
231,S2E3,2,3,What Is Dead May Never Die,Jeor Mormont,1,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
232,S2E4,2,4,Garden of Bones,Rennick,5,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
233,S2E5,2,5,The Ghost of Harrenhal,Catelyn Stark,6,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
234,S2E6,2,6,The Old Gods and the New,Bran Stark,1,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
235,S2E7,2,7,A Man Without Honor,Black Lorren,11,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
236,S2E8,2,8,The Prince of Winterfell,Theon Greyjoy,3,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
237,S2E9,2,9,Blackwater,Matthos Seaworth,3,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
238,S2E10,2,10,Valar Morghulis,Tyrion Lannister,2,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
239,S3E1,3,1,Valar Dohaeris,Ygritte,43,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
240,S3E2,3,2,"Dark Wings, Dark Words",Bran Stark,1,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
241,S3E3,3,3,Walk of Punishment,Brynden Tully,18,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
242,S3E4,3,4,And Now His Watch Is Ended,Jaime Lannister,16,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
243,S3E5,3,5,Kissed by Fire,Brotherhood Men,9,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
244,S3E6,3,6,The Climb,Samwell Tarly,5,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
245,S3E7,3,7,The Bear and the Maiden Fair,Jon Snow,10,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
246,S3E8,3,8,Second Sons,Arya Stark,2,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
247,S3E9,3,9,The Rains of Castamere,Robb Stark,25,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
248,S3E10,3,10,Mhysa,Frey Man,7,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
249,S4E1,4,1,Two Swords,Tywin Lannister,2,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
250,S4E2,4,2,The Lion and the Rose,Myranda,6,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
251,S4E3,4,3,Breaker of Chains,Cersei Lannister,6,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
252,S4E4,4,4,Oathkeeper,Grey Worm,3,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
253,S4E5,4,5,First of His Name,Jaime Lannister,4,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
254,S4E6,4,6,The Laws of Gods and Men,Tycho Nestoris,15,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
255,S4E7,4,7,Mockingbird,Tyrion Lannister,27,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
256,S4E8,4,8,The Mountain and the Viper,Black Jack Bulwer,7,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
257,S4E9,4,9,The Watchers on the Wall,Jon Snow,8,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
258,S4E10,4,10,The Children,Jon Snow,38,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
259,S5E1,5,1,The Wars to Come,Young Cersei Lannister,6,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
260,S5E2,5,2,The House of Black and White,Arya Stark,3,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
261,S5E3,5,3,High Sparrow,Jaqen H'ghar,1,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
262,S5E4,5,4,Sons of the Harpy,Jaime Lannister,22,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
263,S5E5,5,5,Kill the Boy,Daenerys Targaryen,20,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
264,S5E6,5,6,"Unbowed, Unbent, Unbroken",The Waif,4,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
265,S5E7,5,7,The Gift,Samwell Tarly,4,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
266,S5E8,5,8,Hardhome,Daenerys Targaryen,21,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
267,S5E9,5,9,The Dance of Dragons,Stannis Baratheon,1,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
268,S5E10,5,10,Mother's Mercy,Stannis Baratheon General,2,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
269,S6E1,6,1,The Red Woman,Eddison Tollett,3,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
270,S6E2,6,2,Home,Bran Stark,5,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
271,S6E3,6,3,Oathbreaker,Melisandre,16,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
272,S6E4,6,4,Book of the Stranger,Jon Snow,2,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
273,S6E5,6,5,The Door,Petyr Baelish,26,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
274,S6E6,6,6,Blood of My Blood,Gilly,3,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
275,S6E7,6,7,The Broken Man,Villager Man #3,3,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
276,S6E8,6,8,No One,Izembaro,29,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
277,S6E9,6,9,Battle of the Bastards,Daenerys Targaryen,4,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
278,S6E10,6,10,The Winds of Winter,Frances,2,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
279,S7E1,7,1,Dragonstone,Arya Stark,19,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
280,S7E2,7,2,Stormborn,Tyrion Lannister,7,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
281,S7E3,7,3,The Queen's Justice,Jon Snow,17,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
282,S7E4,7,4,The Spoils of War,Bronn,6,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
283,S7E5,7,5,Eastwatch,Bronn,38,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
284,S7E6,7,6,Beyond the Wall,Gendry,4,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
285,S7E7,7,7,The Dragon and the Wolf,Lannister Soldier #1,3,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
286,S8E1,8,1,Winterfell,Jon Snow,8,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
287,S8E2,8,2,A Knight of the Seven Kingdoms,Jaime Lannister,49,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
288,S8E3,8,3,The Long Night,Northman #3,5,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
289,S8E4,8,4,The Last of the Starks,Sandor Clegane,14,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
290,S8E5,8,5,The Bells,Martha,5,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
291,S8E6,8,6,The Iron Throne,Grey Worm,15,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
292,S1E1,1,1,Winter Is Coming,Will,5,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
293,S1E2,1,2,The Kingsroad,Irri,2,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
294,S1E3,1,3,Lord Snow,Jaime Lannister,14,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
295,S1E4,1,4,"Cripples, Bastards, and Broken Things",Bran Stark,5,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
296,S1E5,1,5,The Wolf and the Lion,Eddard Stark,4,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
297,S1E6,1,6,A Golden Crown,Cersei Lannister,10,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
298,S1E7,1,7,You Win or You Die,Tywin Lannister,5,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
299,S1E8,1,8,The Pointy End,Sansa Stark,24,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
300,S1E9,1,9,Baelor,Lord Varys,14,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
301,S1E10,1,10,Fire and Blood,Bran Stark,25,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
302,S2E1,2,1,The North Remembers,Sansa Stark,3,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
303,S2E2,2,2,The Night Lands,Arya Stark,3,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
304,S2E3,2,3,What Is Dead May Never Die,Samwell Tarly,2,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
305,S2E4,2,4,Garden of Bones,Lannister Guard,2,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
306,S2E5,2,5,The Ghost of Harrenhal,Renly Baratheon,17,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
307,S2E6,2,6,The Old Gods and the New,Theon Greyjoy,4,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
308,S2E7,2,7,A Man Without Honor,Theon Greyjoy,7,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
309,S2E8,2,8,The Prince of Winterfell,Yara Greyjoy,2,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
310,S2E9,2,9,Blackwater,Davos Seaworth,25,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
311,S2E10,2,10,Valar Morghulis,Grand Maester Pycelle,16,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
312,S3E1,3,1,Valar Dohaeris,Wildling Man #1,1,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
313,S3E2,3,2,"Dark Wings, Dark Words",Jojen Reed,6,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
314,S3E3,3,3,Walk of Punishment,Edmure Tully,43,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
315,S3E4,3,4,And Now His Watch Is Ended,Locke,16,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
316,S3E5,3,5,Kissed by Fire,Brotherhood Man,2,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
317,S3E6,3,6,The Climb,Gilly,8,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
318,S3E7,3,7,The Bear and the Maiden Fair,Ygritte,22,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
319,S3E8,3,8,Second Sons,Sandor Clegane,40,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
320,S3E9,3,9,The Rains of Castamere,Catelyn Stark,5,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
321,S3E10,3,10,Mhysa,Frey Men,19,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
322,S4E1,4,1,Two Swords,Jaime Lannister,12,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
323,S4E2,4,2,The Lion and the Rose,Ramsay Snow,13,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
324,S4E3,4,3,Breaker of Chains,Tywin Lannister,14,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
325,S4E4,4,4,Oathkeeper,Missandei,9,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
326,S4E5,4,5,First of His Name,Cersei Lannister,4,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
327,S4E6,4,6,The Laws of Gods and Men,Davos Seaworth,25,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
328,S4E7,4,7,Mockingbird,Jaime Lannister,7,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
329,S4E8,4,8,The Mountain and the Viper,Mole's Town Whore,56,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
330,S4E9,4,9,The Watchers on the Wall,Samwell Tarly,44,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
331,S4E10,4,10,The Children,Mance Rayder,17,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
332,S5E1,5,1,The Wars to Come,Melara Hetherspoon,5,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
333,S5E2,5,2,The House of Black and White,Ternesio Terys,19,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
334,S5E3,5,3,High Sparrow,Arya Stark,7,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
335,S5E4,5,4,Sons of the Harpy,Bronn,5,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
336,S5E5,5,5,Kill the Boy,Hizdahr zo Loraq,19,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
337,S5E6,5,6,"Unbowed, Unbent, Unbroken",Arya Stark,1,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
338,S5E7,5,7,The Gift,Jon Snow,3,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
339,S5E8,5,8,Hardhome,Tyrion Lannister,39,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
340,S5E9,5,9,The Dance of Dragons,Davos Seaworth,9,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
341,S5E10,5,10,Mother's Mercy,Stannis Baratheon,4,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
342,S6E1,6,1,The Red Woman,Davos Seaworth,11,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
343,S6E2,6,2,Home,Three-Eyed Raven,4,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
344,S6E3,6,3,Oathbreaker,Jon Snow,6,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
345,S6E4,6,4,Book of the Stranger,Eddison Tollett,22,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
346,S6E5,6,5,The Door,Sansa Stark,6,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
347,S6E6,6,6,Blood of My Blood,Samwell Tarly,49,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
348,S6E7,6,7,The Broken Man,Brother Ray,14,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
349,S6E8,6,8,No One,Bobono,3,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
350,S6E9,6,9,Battle of the Bastards,Tyrion Lannister,5,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
351,S6E10,6,10,The Winds of Winter,High Sparrow,18,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
352,S7E1,7,1,Dragonstone,Eddison Tollett,2,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
353,S7E2,7,2,Stormborn,Daenerys Targaryen,5,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
